cod;pais;cidade;veiculo;timestamp_resp;genero;renda_familiar;local_residencia;posse_bicicleta;posse_bicicleta_eletrica;posse_patinete_eletrica;posse_motocicleta;posse_automovel;posse_nenhum_desses;motivo;migracao_modal;m_caminhada;m_app_taxi;m_automovel;m_onibus_local;m_onibus_corredor;m_metro_trem;m_nao;integracao;i_metro;i_trem;i_onibus;i_fretado;i_automovel;i_app_taxi;i_nao;acidente;a_caminhada;a_bicicleta_propria;a_bicicleta_compartilhada;a_patinete_compartilhada;a_motocicleta;a_automovel;a_transporte_coletivo;a_nao;calcadas_largas_planas;ciclovias_ciclofaixas;traffic_calming;respeito_motoristas;capacete
Y0093;BR;SAO PAULO;BICICLETA;07/03/2019 17:13;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;5;4;3
Y0094;BR;SAO PAULO;BICICLETA;07/03/2019 17:16;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0095;BR;SAO PAULO;BICICLETA;07/03/2019 17:17;MASCULINO;DE 02 A 03 SM;FORA - ZONA LESTE;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;4;5;3
Y0096;BR;SAO PAULO;BICICLETA;07/03/2019 17:17;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0097;BR;SAO PAULO;BICICLETA;07/03/2019 17:19;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;2;3;1;5
Y0098;BR;SAO PAULO;BICICLETA;07/03/2019 17:21;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0099;BR;SAO PAULO;BICICLETA;07/03/2019 17:26;MASCULINO;DE 05 A 10 SM;FORA - ZONA NORTE;0;0;0;0;0;1;OUTROS;SIM;1;0;0;1;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;1;5;2;3
Y0100;BR;SAO PAULO;BICICLETA;07/03/2019 17:26;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;4;2;1
Y0101;BR;SAO PAULO;BICICLETA;07/03/2019 17:28;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;TRABALHO;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;5;3;4;1
Y0102;BR;SAO PAULO;BICICLETA;07/03/2019 17:28;FEMININO;DE 05 A 10 SM;DENTRO;1;0;0;0;0;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;5;1;4;3
Y0103;BR;SAO PAULO;BICICLETA;07/03/2019 17:31;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;1;0;0;0;1;0;LAZER;SIM;0;1;1;0;1;1;0; SIM;0;0;0;0;0;1;0; SIM;0;0;0;0;0;1;0;0;5;4;3;2;1
Y0104;BR;SAO PAULO;BICICLETA;07/03/2019 17:31;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;1;0;0;0;0; SIM;0;0;1;0;0;0;0;0;4;5;2;3;1
Y0105;BR;SAO PAULO;BICICLETA;07/03/2019 17:33;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;1;0;0;0;0;0;LAZER;SIM;1;1;0;1;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0106;BR;SAO PAULO;BICICLETA;07/03/2019 17:34;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;0;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;2;3;4;1;5
Y0107;BR;SAO PAULO;BICICLETA;07/03/2019 17:34;MASCULINO;DE 01 A 02 SM;FORA - ZONA OESTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;1;5;2;4
Y0108;BR;SAO PAULO;BICICLETA;07/03/2019 17:35;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; SIM;0;0;0;0;0;1;0;0;2;1;3;4;5
Y0109;BR;SAO PAULO;BICICLETA;07/03/2019 17:35;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;3;4;5
Y0110;BR;SAO PAULO;BICICLETA;07/03/2019 17:36;MASCULINO;ATE 01 SM;FORA - ZONA OESTE;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;2;5;4;1
Y0111;BR;SAO PAULO;BICICLETA;07/03/2019 17:36;MASCULINO;ATE 01 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0112;BR;SAO PAULO;BICICLETA;07/03/2019 17:36;MASCULINO;DE 01 A 02 SM;FORA - ZONA NORTE;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;0;1;1;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0113;BR;SAO PAULO;BICICLETA;07/03/2019 17:37;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;0;0;EDUCACAO;SIM;1;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;2;5;1
Y0114;BR;SAO PAULO;BICICLETA;07/03/2019 17:38;FEMININO;DE 05 A 10 SM;FORA - CENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; SIM;1;0;0;0;0;0;0;0;3;1;5;2;4
Y0115;BR;SAO PAULO;BICICLETA;07/03/2019 17:38;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;OUTROS;SIM;1;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y0116;BR;SAO PAULO;BICICLETA;07/03/2019 17:38;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; SIM;0;0;0;0;0;0;1;0;5;4;2;3;1
Y0117;BR;SAO PAULO;BICICLETA;07/03/2019 17:41;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;0;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;4;5;2;3;1
Y0118;BR;SAO PAULO;BICICLETA;07/03/2019 17:44;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;EDUCACAO;SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; SIM;1;0;0;0;0;0;1;0;3;5;2;4;1
Y0119;BR;SAO PAULO;BICICLETA;07/03/2019 17:48;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;1;3
Y0120;BR;SAO PAULO;BICICLETA;07/03/2019 17:50;FEMININO;DE 02 A 03 SM;FORA - ZONA LESTE;1;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0121;BR;SAO PAULO;BICICLETA;07/03/2019 17:51;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0122;BR;SAO PAULO;BICICLETA;07/03/2019 17:52;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0123;BR;SAO PAULO;BICICLETA;07/03/2019 17:53;MASCULINO;DE 01 A 02 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;1;1;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;4;3;2;5
Y0124;BR;SAO PAULO;BICICLETA;07/03/2019 17:55;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;3;2;4
Y0125;BR;SAO PAULO;BICICLETA;07/03/2019 17:55;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;0;0;OUTROS;SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;5;1;4;3
Y0126;BR;SAO PAULO;BICICLETA;07/03/2019 17:58;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;0;0;OUTROS;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;1;4;5;2
Y0127;BR;SAO PAULO;BICICLETA;07/03/2019 17:59;MASCULINO;DE 01 A 02 SM;FORA - CENTRO;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0128;BR;SAO PAULO;BICICLETA;07/03/2019 18:00;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;SIM;1;1;0;1;1;1;0; SIM;1;0;1;0;0;0;0; SIM;0;1;0;0;0;0;0;0;1;5;4;3;2
Y0129;BR;SAO PAULO;BICICLETA;07/03/2019 18:03;FEMININO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;EDUCACAO;SIM;0;0;0;1;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;3;4;1
Y0130;BR;SAO PAULO;BICICLETA;07/03/2019 18:06;MASCULINO;DE 03 A 05 SM;FORA - ZONA LESTE;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;1;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;5;4;3
Y0131;BR;SAO PAULO;BICICLETA;07/03/2019 18:09;MASCULINO;DE 01 A 02 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0132;BR;SAO PAULO;BICICLETA;07/03/2019 18:11;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;1;0;EDUCACAO;SIM;1;1;1;0;1;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;3;2;4;1
Y0133;BR;SAO PAULO;BICICLETA;07/03/2019 18:16;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;1;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;1;2;3;5
Y0134;BR;SAO PAULO;BICICLETA;07/03/2019 18:17;MASCULINO;DE 10 A 20 SM;FORA - CENTRO;1;0;0;0;0;0;TRABALHO;SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0135;BR;SAO PAULO;BICICLETA;07/03/2019 18:17;MASCULINO;DE 03 A 05 SM;FORA - ZONA NORTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0;0;4;3;2;5;1
Y0136;BR;SAO PAULO;BICICLETA;07/03/2019 18:17;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y0137;BR;SAO PAULO;BICICLETA;07/03/2019 18:20;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;1;1;0;0;0;0; SIM;1;0;0;0;0;0;0;0;2;3;1;4;5
Y0138;BR;SAO PAULO;BICICLETA;07/03/2019 18:20;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;EDUCACAO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;2;3;5;1
Y0139;BR;SAO PAULO;BICICLETA;07/03/2019 18:23;MASCULINO;MAIS DE 20 SM;FORA - ZONA LESTE;1;0;0;0;0;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;5;2;1;4
Y0140;BR;SAO PAULO;BICICLETA;07/03/2019 18:23;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0141;BR;SAO PAULO;BICICLETA;07/03/2019 18:25;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;5;2;1
Y0142;BR;SAO PAULO;BICICLETA;07/03/2019 18:26;MASCULINO;DE 05 A 10 SM;FORA - CENTRO;1;0;0;0;0;0;OUTROS;SIM;0;0;0;0;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0143;BR;SAO PAULO;BICICLETA;07/03/2019 18:27;FEMININO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y0144;BR;SAO PAULO;BICICLETA;07/03/2019 18:27;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;1;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0145;BR;SAO PAULO;BICICLETA;07/03/2019 18:28;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;EDUCACAO;SIM;0;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;3;5;4
Y0146;BR;SAO PAULO;BICICLETA;07/03/2019 18:31;FEMININO;DE 01 A 02 SM;FORA - ZONA LESTE;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;5;4;3;2
Y0147;BR;SAO PAULO;BICICLETA;07/03/2019 18:32;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;4;1;2;3;5
Y0148;BR;SAO PAULO;BICICLETA;07/03/2019 18:35;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;1;2;3
Y0149;BR;SAO PAULO;BICICLETA;07/03/2019 18:35;MASCULINO;ATE 01 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; SIM;1;1;0;0;0;0;0;0;4;3;2;5;1
Y0150;BR;SAO PAULO;BICICLETA;07/03/2019 18:36;FEMININO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;3;5;4
Y0151;BR;SAO PAULO;BICICLETA;07/03/2019 18:37;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;1;0;1;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y0152;BR;SAO PAULO;BICICLETA;07/03/2019 18:41;FEMININO;DE 01 A 02 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0153;BR;SAO PAULO;BICICLETA;07/03/2019 18:43;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;LAZER;SIM;0;1;0;1;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0154;BR;SAO PAULO;BICICLETA;07/03/2019 18:45;MASCULINO;ATE 01 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y0155;BR;SAO PAULO;BICICLETA;07/03/2019 18:47;FEMININO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;1;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;3;2;4
Y0156;BR;SAO PAULO;BICICLETA;07/03/2019 18:47;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;4;3;2;5
Y0157;BR;SAO PAULO;BICICLETA;07/03/2019 18:52;MASCULINO;DE 05 A 10 SM;DENTRO;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;2;1;3;5;4
Y0158;BR;SAO PAULO;BICICLETA;07/03/2019 18:54;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;1;0;0;1;0;0;EDUCACAO;SIM;1;1;0;0;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;5;2;4;3
Y0159;BR;SAO PAULO;BICICLETA;07/03/2019 18:55;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0160;BR;SAO PAULO;BICICLETA;07/03/2019 18:56;MASCULINO;MAIS DE 20 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;4;3;5;1
Y0161;BR;SAO PAULO;BICICLETA;07/03/2019 18:58;MASCULINO;DE 05 A 10 SM;FORA - ZONA NORTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y0162;BR;SAO PAULO;BICICLETA;07/03/2019 18:59;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;1;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y0163;BR;SAO PAULO;BICICLETA;07/03/2019 18:59;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;1;0;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;1;0;1;2;3;4;5
Y0164;BR;SAO PAULO;BICICLETA;07/03/2019 19:01;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;1;3;2;5
Y0165;BR;SAO PAULO;BICICLETA;07/03/2019 19:02;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;5;3;4;1
Y0166;BR;SAO PAULO;BICICLETA;07/03/2019 19:02;MASCULINO;MAIS DE 20 SM;FORA - ZONA OESTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;4;5;3;1;2
Y0167;BR;SAO PAULO;BICICLETA;07/03/2019 19:04;FEMININO;MAIS DE 20 SM;FORA - ZONA OESTE;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;1;3;2;4
Y0168;BR;SAO PAULO;BICICLETA;07/03/2019 19:08;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;1;0;LAZER;SIM;0;0;0;1;1;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;2;1;3;5
Y0169;BR;SAO PAULO;BICICLETA;07/03/2019 19:08;MASCULINO;DE 03 A 05 SM;FORA - ZONA LESTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;0;1;0;0;3;1;4;2;5
Y0170;BR;SAO PAULO;BICICLETA;07/03/2019 19:09;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;1;0;0;TRABALHO;SIM;1;1;0;1;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y0171;BR;SAO PAULO;BICICLETA;07/03/2019 19:09;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;4;1;5;3
Y0172;BR;SAO PAULO;BICICLETA;07/03/2019 19:09;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;0;0;0;0;0;1;OUTROS;SIM;0;0;0;0;1;1;0; SIM;1;1;1;0;0;1;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0173;BR;SAO PAULO;BICICLETA;07/03/2019 19:11;MASCULINO;DE 03 A 05 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;0;1;0; SIM;1;1;1;1;1;1;0; NAO;0;0;0;0;0;0;0;1;1;2;5;3;4
Y0174;BR;SAO PAULO;BICICLETA;07/03/2019 19:12;MASCULINO;DE 02 A 03 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;2;3;1;4
Y0175;BR;SAO PAULO;BICICLETA;07/03/2019 19:14;MASCULINO;DE 02 A 03 SM;FORA - CENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y0176;BR;SAO PAULO;BICICLETA;07/03/2019 19:14;FEMININO;DE 01 A 02 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;0;1;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;2;4;1
Y0177;BR;SAO PAULO;BICICLETA;07/03/2019 19:20;MASCULINO;DE 02 A 03 SM;FORA - ZONA NORTE;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;3;2;4;1
Y0178;BR;SAO PAULO;BICICLETA;07/03/2019 19:20;MASCULINO;DE 03 A 05 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;0;0; SIM;1;0;1;0;0;1;0; NAO;0;0;0;0;0;0;0;1;4;3;5;1;2
Y0179;BR;SAO PAULO;BICICLETA;07/03/2019 19:24;FEMININO;DE 02 A 03 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;0;0;0;1;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0;0;2;1;4;3;5
Y0180;BR;SAO PAULO;BICICLETA;07/03/2019 19:25;MASCULINO;DE 02 A 03 SM;FORA - ZONA LESTE;0;0;0;0;1;0;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;2;5;4;1
Y0181;BR;SAO PAULO;BICICLETA;07/03/2019 19:26;MASCULINO;DE 01 A 02 SM;FORA - ZONA OESTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;4;2;3
Y0182;BR;SAO PAULO;BICICLETA;07/03/2019 19:26;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;0;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y0183;BR;SAO PAULO;BICICLETA;07/03/2019 19:29;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;5;3;4
Y0184;BR;SAO PAULO;BICICLETA;07/03/2019 19:31;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
